"site_reach","site","field_date","sample_type","anabaena_and_cylindrospermum","aphanothece","calothrix","chroococcus","e_diatoms","geitlerinema","gloeotrichia","green_algae","homoeothrix","leptolyngbya","lyngbya","microcoleus","nodularia","non_e_diatoms","nostoc","oscillatoria","other_coccoids","phormidium_unknown","rivularia","scytonema","tolypothrix","unknown","pH","temp_C","DO_mg_L","cond_uS_cm","oPhos_ug_P_L","nitrate_mg_N_L","ammonium_mg_N_L","assumed_pH","TDC_mg_L","DOC_mg_L","Cl_mg_L","SO4_mg_L","Br_mg_L","Na_mg_L","K_mg_L","Mg_mg_L","Ca_mg_L","ATXa_ug_g","dhATXa_ug_g","HTXa_ug_g","ATX_all_ug_g","Chla_ug_g","Pheo_ug_g","percent_organic_matter","ATX_all_ug_chla_ug","ATX_all_ug_orgmat_g"
"SAL-2","SAL","2023-07-27","TM",0.0591715976331361,0,0,0,0,3.55029585798817,0,0.710059171597633,0,1.77514792899408,0,78.9349112426035,0,14.792899408284,0,0,0.177514792899408,0,0,0,0,0,7.95,20.6,8.45,108.9,4.98,0.012,0.00096,7.95,6.798,0.632,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2218.00264297197,55.2418455974434,27.63,0,0
"SAL-3","SAL","2022-07-12","TM",0,0,0,0,0.0578034682080925,2.3121387283237,0,2.3121387283237,0,0,0.0578034682080925,83.6416184971098,0,9.82658959537572,0,0,1.73410404624277,0.0578034682080925,0,0,0,0,NA,22.59,9.087,113.3,6.9675,0.019,0.01374,8.11,10.72,2.31,1.11,3.64,0.05,2.46,0.74,3.58,13.34,0,0,0,0,6410.15787542345,37.9092324765811,75.83,0,0
"SAL-3","SAL","2023-06-28","TM",0,0,0,0,0,0,0,0.0916590284142988,0,0,0,87.0760769935839,0,12.8322639780018,0,0,0,0,0,0,0,0,8.12,17.4,9.02,83.1,5.178,0.018,0.00096,8.12,3.903,0.619,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,866.779613584425,11.696298768466,9.71,0,0
"SAL-3","SAL","2023-07-13","TM",0,0,0,0,0,1.38568129330254,0,2.42494226327945,0,0.346420323325635,0,48.4988452655889,0,47.3441108545035,0,0,0,0,0,0,0,0,8.01,19.9,9.01,99.2,5.0375,0.012,0.00423,8.01,6.858,0.962,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1896.81514382908,123.226913418407,26.84,0,0
"SAL-3","SAL","2023-07-27","TM",0,0,0,0,0,0.689655172413793,0,0.0574712643678161,0,0.689655172413793,0,87.6436781609195,0,10.9195402298851,0,0,0,0,0,0,0,0,7.94,21.6,7.99,109.5,4.841,0.0135,0.00226,7.94,6.492,1.4915,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2088.61776994029,13.7697034087141,33.08,0,0
"SFE-M-1S","SFE-M","2023-07-10","TM",0,0,0.036231884057971,0,2.53623188405797,1.44927536231884,0,2.17391304347826,0,0,0,78.5869565217391,0,13.0434782608696,0,0,2.17391304347826,0,0,0,0,0,8.19,21.7,8.15,225,4.3125,0.011,0.00093,8.19,9.296,0.776,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7009.15329646886,703.837083780294,88.4,0,0
"SFE-M-1S","SFE-M","2023-07-17","TM",0.0398406374501992,0,0.796812749003984,0,3.98406374501992,1.19521912350598,0,9.16334661354582,0,0,0,72.4701195219124,0,9.56175298804781,0,0,2.78884462151394,0,0,0,0,0,8.5,23.5,9.08,220,4.04,0.01,0.00086,8.5,11.48,0.424,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,9562.30003761592,715.215009481931,70.74,0,0
"SFE-M-1S","SFE-M","2023-07-24","TM",0,0,0.0740740740740741,0,1.11111111111111,2.22222222222222,0,6.66666666666667,0,0,0,83.9259259259259,0.037037037037037,4.07407407407407,0.777777777777778,0,1.11111111111111,0,0,0,0,0,8.66,23.4,10.76,206,3.588,0.0125,0.00081,8.66,10.91,0.7795,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10104.0211861896,552.287874979569,70.69,0,0
"SFE-M-1S","SFE-M","2023-07-31","TM",5.97609561752988,0,3.98406374501992,1.99203187250996,7.96812749003984,3.18725099601594,0,11.9521912350598,0,1.59362549800797,0,53.7848605577689,0,6.37450199203187,0,0,3.18725099601594,0,0,0,0,0,8.5,23,9.09,209,3.506,0.013,0.00285,8.5,10.18,2.411,NA,NA,NA,NA,NA,NA,NA,0.225,0,0,0.225,8363.85708803398,119.595798350909,70.385,2.69e-05,0.3196704
"SFE-M-1S","SFE-M","2023-08-07","TM",0.749063670411985,0,0.0749063670411985,0.749063670411985,2.62172284644195,1.49812734082397,0,4.8689138576779,0,0.749063670411985,0,78.9513108614232,0,3.74531835205993,0,0,2.24719101123596,0,3.74531835205993,0,0,0,8.25,23.4,7.55,235,3.991,0.017,0.00605,8.25,9.754,0.554,NA,NA,NA,NA,NA,NA,NA,0.2943,0.07,0,0.3643,9269.0080399987,119.892172999028,69.024,3.93e-05,0.5277874
"SFE-M-2","SFE-M","2023-07-10","TM",0,0,0,0,1.58102766798419,1.18577075098814,0,7.5098814229249,0,0,0,79.0118577075099,0,9.48616600790514,0,0,1.18577075098814,0,0,0,0,0.0395256916996047,8.13,22.2,8.12,225,5.148,0.016,0.001455,8.13,10.0185,0.527,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1197.95752066313,14.0366792254497,5.79,0,0
"SFE-M-2","SFE-M","2023-07-24","TM",0.108108108108108,0,0,0,5.40540540540541,2.16216216216216,0,3.24324324324324,0,0,0,79.8918918918919,0,7.02702702702703,0,0,2.16216216216216,0,0,0,0,0,8.3,24,8.01,213,3.911,0.01,9e-04,8.3,9.02,0.791,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2235.9414059793,40.7493543097854,15.92,0,0
"SFE-M-2","SFE-M","2023-07-31","TM",6.56370656370656,0,0,0,8.49420849420849,3.08880308880309,0,5.01930501930502,0,0,0,66.7953667953668,0,7.72200772200772,0,0,2.31660231660232,0,0,0,0,0,8.33,23.7,8.27,210,3.241,0.01,9e-04,8.33,7.207,0.597,NA,NA,NA,NA,NA,NA,NA,0.081,0,0,0.081,6339.63166954858,537.497561986666,25.68,1.28e-05,0.3154206
"SFE-M-2","SFE-M","2023-08-07","TM",8.05084745762712,0,0.466101694915254,0.0423728813559322,19.4915254237288,7.20338983050847,0,6.77966101694915,0,0,0,41.864406779661,0,11.864406779661,0,0,4.23728813559322,0,0,0,0,0,8.33,24.1,8.03,234,3.977,0.012,0.00493,8.33,11.58,0.872,NA,NA,NA,NA,NA,NA,NA,2.42,0.338,0,2.758,8051.15767172504,233.251270878279,36.66,0.0003426,7.523186
"SFE-M-3","SFE-M","2023-07-03","TM",0,0,0,0,1.1070110701107,0.11070110701107,0,5.16605166051661,0,0.03690036900369,0,88.4132841328413,0,3.3210332103321,0,0,1.8450184501845,0,0,0,0,0,8.39,27.5,8.65,221,5.259,0.017,0.00385,8.39,12.17,0.795,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6720.41808877024,381.650226240223,67.24,0,0
"SFE-M-3","SFE-M","2023-07-10","TM",0,0,0,0,0,0,0,3.55731225296443,0,0,0,84.901185770751,0,8.69565217391304,0.0790513833992095,0,2.76679841897233,0,0,0,0,0,8.21,23.6,8.4,224,4.249,0.012,0.00092,8.21,9.312,0.759,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6902.44898455466,43.1778752591085,84.93,0,0
"SFE-M-3","SFE-M","2023-07-17","TM",0,0,1.61290322580645,0,4.03225806451613,2.82258064516129,0,3.2258064516129,0,0,0,81.0483870967742,0,5.24193548387097,0,0,2.01612903225806,0,0,0,0,0,8.45,25,9.31,219,4.327,0.0115,0.00086,8.45,11.49,0.706,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7730.83146208779,110.432540506316,69.924,0,0
"SFE-M-3","SFE-M","2023-07-24","TM",0,0,0,0,6.53061224489796,2.85714285714286,0,16.734693877551,0,0,0,61.6326530612245,0,5.30612244897959,0,0,4.08163265306122,0,0,0,0,2.85714285714286,8.63,24.5,9.95,209,3.382,0.056,0.00364,8.63,9.382,0.993,NA,NA,NA,NA,NA,NA,NA,0.09,0,0,0.09,5532.10093944223,54.0906592645395,62.766,1.63e-05,0.1433897
"SFE-M-3","SFE-M","2023-07-31","TM",5.09090909090909,0,0,0.109090909090909,9.45454545454545,1.45454545454545,0,6.54545454545454,0,0.363636363636364,0,67.8909090909091,0,6.18181818181818,0,0,2.90909090909091,0,0,0,0,0,8.39,23.6,9.17,210,4.187,0.013,0.00408,8.39,7.923,0.643,NA,NA,NA,NA,NA,NA,NA,0.268,0.045,0,0.313,9072.42803197186,156.088710044982,77.08,3.45e-05,0.4060716
"SFE-M-3","SFE-M","2023-08-07","TM",1.14942528735632,0,1.18773946360153,0.114942528735632,11.8773946360153,4.21455938697318,0,5.74712643678161,0.0383141762452107,0,0,62.2605363984674,0,10.3448275862069,0,0,3.06513409961686,0,0,0,0,0,8.23,24.3,8.77,234,4.8325,0.015,0.005995,8.23,11.76,0.8365,NA,NA,NA,NA,NA,NA,NA,1.536,0.352,0,1.888,7889.58980903741,31.197716712036,67.7,0.0002393,2.788774
"SFE-M-4","SFE-M","2023-08-07","TM",5.75916230366492,0,0,0.0523560209424084,7.32984293193717,3.1413612565445,0,4.18848167539267,0,0,0,70.1047120418848,0,6.80628272251309,0,0,2.61780104712042,0,0,0,0,0,8.52,26.1,10.9,233,4.047,0.01,0.0039,8.52,14.93,0.702,NA,NA,NA,NA,NA,NA,NA,0.253,0,0,0.253,1136.90319507463,62.7431659276601,9.26,0.0002225,2.7321814
"SFE-M-4","SFE-M","2023-09-12","TM",0,0,0,0,3.80228136882129,2.66159695817491,0,8.36501901140685,0,0,0,79.0874524714829,0,4.56273764258555,0,0,1.52091254752852,0,0,0,0,0,8.17,23.1,8.33,252,5.6605,0.011,0.00614,8.17,7.665,0.237,NA,NA,NA,NA,NA,NA,NA,1.157,0.095,0,1.252,10580.9155974954,1362.49578208627,45.56,0.0001183,2.7480246
"SFE-SH-1S","SFE-SH","2023-07-11","TM",0,0,0,0,3.6101083032491,1.08303249097473,0,4.69314079422383,0,0.036101083032491,0,78.9891696750903,0,7.94223826714801,0.036101083032491,0,1.80505415162455,0,0,0,1.80505415162455,0,7.99,20.2,8.44,199.8,4.134,0.015,0.00096,7.99,10.94,0.463,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6161.10449260449,292.674385382595,69.12,0,0
"SFE-SH-1S","SFE-SH","2023-07-17","TM",0,0,1.21212121212121,0,3.78787878787879,2.27272727272727,0,7.57575757575758,0,0,0,70.6439393939394,0,12.5,0.0757575757575758,0,1.89393939393939,0,0,0,0.0378787878787879,0,7.97,22.2,7.63,200,4.234,0.013,0.00096,7.97,9.7,0.477,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,9916.96910398525,217.229327386723,65.67,0,0
"SFE-SH-1S","SFE-SH","2023-07-24","TM",4,0,0.8,0,7.2,1.2,0,11.2,0,0,0,62,0,8.8,0,0,4.8,0,0,0,0,0,8.04,21.8,7.83,206,3.664,0.008,0.00229,8.04,11.16,0.699,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5568.80173016165,132.935372801416,63.9,0,0
"SFE-SH-1S","SFE-SH","2023-07-31","TM",8.07692307692308,0,4.61538461538462,1.15384615384615,11.1538461538462,3.07692307692308,0,16.1538461538462,0,1.15384615384615,3.84615384615385,30.3846153846154,0,13.4615384615385,3.07692307692308,0,3.84615384615385,0,0,0,0,0,7.93,21.3,7.91,208,3.8695,0.008,0.001635,7.93,13.42,0.7105,NA,NA,NA,NA,NA,NA,NA,0.131,0,0,0.131,4258.22131520163,262.256789379415,68.24,3.08e-05,0.1919695
