"site_reach","site","field_date","sample_type","anabaena_and_cylindrospermum","aphanothece","calothrix","chroococcus","e_diatoms","geitlerinema","gloeotrichia","green_algae","homoeothrix","leptolyngbya","lyngbya","microcoleus","nodularia","non_e_diatoms","nostoc","oscillatoria","other_coccoids","phormidium_unknown","rivularia","scytonema","tolypothrix","unknown","pH","temp_C","DO_mg_L","cond_uS_cm","oPhos_ug_P_L","nitrate_mg_N_L","ammonium_mg_N_L","assumed_pH","TDC_mg_L","DOC_mg_L","Cl_mg_L","SO4_mg_L","Br_mg_L","Na_mg_L","K_mg_L","Mg_mg_L","Ca_mg_L","ATXa_ug_g","dhATXa_ug_g","HTXa_ug_g","ATX_all_ug_g","Chla_ug_g","Pheo_ug_g","percent_organic_matter","ATX_all_ug_chla_ug","ATX_all_ug_orgmat_g"
"SFE-M-4","SFE-M","2023-07-31","TAC",35.5681818181818,0,3.82575757575758,0.757575757575757,24.2424242424242,2.65151515151515,0,9.09090909090909,0,2.65151515151515,0,7.1969696969697,0,8.71212121212121,0,0,3.78787878787879,0,1.51515151515151,0,0,0,8.48,25.3,10.61,208,4.472,0.011,0.00459,8.48,11.73,1.055,NA,NA,NA,NA,NA,NA,NA,3.862,1.126,0,4.988,6844.78887067217,958.034483147868,42.4,0.0007287,11.7641509
"SFE-M-4","SFE-M","2023-08-07","TAC",54.4268774703557,0,0,0,10.6719367588933,7.11462450592885,0,7.5098814229249,0,0,0,5.13833992094862,0.0395256916996047,11.0671936758893,0,0.0790513833992095,3.95256916996047,0,0,0,0,0,8.52,26.1,10.9,233,4.047,0.01,0.0039,8.52,14.93,0.702,NA,NA,NA,NA,NA,NA,NA,34.248,4.34,0,38.588,5999.30941947503,243.603456684017,43.96,0.0064321,87.7797998
"SFE-M-4","SFE-M","2023-08-14","TAC",20.7171314741036,0,0,0,17.5298804780877,6.37450199203187,0,25.8565737051793,0,0,0.0398406374501992,8.76494023904383,0,9.56175298804781,0,0.796812749003984,7.17131474103586,3.18725099601594,0,0,0,0,8.34,28.9,10.08,244,4.503,0.01,0.00438,8.34,13.37,0.726,NA,NA,NA,NA,NA,NA,NA,21.478,3.604,0,25.082,3591.58676760975,632.793129753085,37.27,0.0069835,67.298095
"SFE-M-4","SFE-M","2023-08-22","TAC",49.7785977859779,0,0.03690036900369,0,11.8081180811808,4.0590405904059,0,9.59409594095941,0,0,0,2.5830258302583,0,8.48708487084871,0,1.1070110701107,4.7970479704797,7.74907749077491,0,0,0,0,8.32,25.5,10.06,258,4.424,0.028,0.00658,8.32,9.861,0.631,NA,NA,NA,NA,NA,NA,NA,28.817,3.924,0,32.741,3834.14528356005,1074.22261174503,50.21,0.0085393,65.2081259
"SFE-SH-1S","SFE-SH","2023-07-24","TAC",33.4600760456274,0,0,0,12.1673003802281,4.18250950570342,0,29.5437262357414,0,0,0,0.0760456273764259,0,12.9277566539924,0,0.0380228136882129,3.80228136882129,0,3.80228136882129,0,0,0,8.04,21.8,7.83,206,3.664,0.008,0.00229,8.04,11.16,0.699,NA,NA,NA,NA,NA,NA,NA,0.165,0,0,0.165,5583.3093128332,479.884311975176,49.63,2.96e-05,0.3324602
"SFE-SH-1S","SFE-SH","2023-07-31","TAC",45.3725490196078,0,0.0392156862745098,1.17647058823529,17.2549019607843,4.31372549019608,0,18.0392156862745,0,0.392156862745098,0,0,0.0784313725490196,10.1960784313725,0,0,3.13725490196078,0,0,0,0,0,7.93,21.3,7.91,208,3.8695,0.008,0.001635,7.93,13.42,0.7105,NA,NA,NA,NA,NA,NA,NA,0.12,0.096,0,0.216,5531.73845256165,529.671634671853,69.13,3.9e-05,0.3124548
"SFE-SH-1S","SFE-SH","2023-08-07","TAC",34.3445692883895,0,0,1.87265917602996,22.4719101123595,4.11985018726592,0,21.7228464419476,0,1.12359550561798,0,0.0749063670411985,0.0374531835205993,12.3595505617978,0,0,1.87265917602996,0,0,0,0,0,7.91,22.1,7.48,229,3.834,0.01,0.01002,7.91,12.3,0.581,NA,NA,NA,NA,NA,NA,NA,1.587,0.281,0,1.868,5636.66847567547,532.708403720129,53.66,0.0003314,3.4811778
"SFE-SH-1S","SFE-SH","2023-08-14","TAC",26.2595419847328,0,0,0,20.2290076335878,7.63358778625954,0,7.63358778625954,0,0,0,4.58015267175572,0,11.0687022900763,6.48854961832061,0.0763358778625954,12.5954198473282,0,0,0,3.43511450381679,0,7.9,22.7,7.44,236,4.194,0.035,0.00712,7.9,10.17,0.446,NA,NA,NA,NA,NA,NA,NA,10.991,1.395,0.038,12.424,5436.89853364054,598.312506957297,57.34,0.0022851,21.667248
"SFE-SH-1S","SFE-SH","2023-08-22","TAC",16.9675090252708,0,1.80505415162455,1.08303249097473,17.6895306859206,3.6101083032491,0,35.9927797833935,0.036101083032491,0.72202166064982,0,5.05415162454874,0,12.2743682310469,0,0.072202166064982,4.69314079422383,0,0,0,0,0,7.88,21.1,7.34,238,5.54,0.038,0.00455,7.88,12.265,0.401,NA,NA,NA,NA,NA,NA,NA,7.41,0.753,0,8.163,4463.84330637056,1498.13377600318,51.8,0.0018287,15.7586873
"SFE-SH-1S","SFE-SH","2023-09-18","TAC",28.8086642599278,0,0,0.036101083032491,7.2202166064982,5.41516245487365,0,42.1660649819495,0,0.36101083032491,0,4.33212996389892,0,6.85920577617329,0,0.036101083032491,4.69314079422383,0,0,0,0.072202166064982,0,7.97,19.9,8.34,232,4.806,0.03,0.00598,7.97,17.42,0.151,NA,NA,NA,NA,NA,NA,NA,6.064,1.159,0,7.223,5408.80346812355,893.553889686875,62.47,0.0013354,11.5623499
"SFE-SH-1S","SFE-SH","2023-09-24","TAC",43.6194029850746,0,0,0,5.97014925373134,8.58208955223881,0,17.910447761194,0,6.34328358208955,0,3.35820895522388,0,7.46268656716418,0,0.0373134328358209,6.71641791044776,0,0,0,0,0,7.95,17.6,8.86,231,4.928,0.024,0.0068,7.95,14.21,0.333,NA,NA,NA,NA,NA,NA,NA,1.031,0.091,0,1.122,6669.77518775126,978.423510038727,66.91,0.0001682,1.6768794
