"site_reach","site","field_date","sample_type","anabaena_and_cylindrospermum","aphanothece","calothrix","chroococcus","e_diatoms","geitlerinema","gloeotrichia","green_algae","homoeothrix","leptolyngbya","lyngbya","microcoleus","nodularia","non_e_diatoms","nostoc","oscillatoria","other_coccoids","phormidium_unknown","rivularia","scytonema","tolypothrix","unknown","pH","temp_C","DO_mg_L","cond_uS_cm","oPhos_ug_P_L","nitrate_mg_N_L","ammonium_mg_N_L","assumed_pH","TDC_mg_L","DOC_mg_L","Cl_mg_L","SO4_mg_L","Br_mg_L","Na_mg_L","K_mg_L","Mg_mg_L","Ca_mg_L","ATXa_ug_g","dhATXa_ug_g","HTXa_ug_g","ATX_all_ug_g","Chla_ug_g","Pheo_ug_g","percent_organic_matter","ATX_all_ug_chla_ug","ATX_all_ug_orgmat_g"
"SFE-M-1S","SFE-M","2022-09-17","TAC",16.7910447761194,0,1.86567164179105,0,6.71641791044776,5.22388059701493,0.746268656716418,45.5223880597015,0,0,0,0,0,11.5671641791045,1.49253731343284,1.86567164179105,6.71641791044776,0,0,1.49253731343284,0,0,7.97,19.96,7.813,251.2,5.342,0.023,0.00694,7.97,19.63,0.4319,8.26,11.55,0.09,10.64,1.09,12.03,11.13,0,0,0,0,1736.66133536954,1111.82134046819,45.88,0,0
"SFE-M-1S","SFE-M","2023-07-10","TAC",67.9012345679012,0,0,0,4.93827160493827,9.87654320987654,0,5.34979423868313,0,0,0,0,0,8.64197530864197,0,0,3.29218106995885,0,0,0,0,0,8.19,21.7,8.15,225,4.3125,0.011,0.00093,8.19,9.296,0.776,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8228.76703554881,305.541810633056,64.22,0,0
"SFE-M-1S","SFE-M","2023-07-17","TAC",36.8,0,0,0,14,7.2,0,28.76,0,0,0,0.04,0,9.6,0,0,3.6,0,0,0,0,0,8.5,23.5,9.08,220,4.04,0.01,0.00086,8.5,11.48,0.424,NA,NA,NA,NA,NA,NA,NA,0.0237,0,0,0.0237,8109.27394616608,743.688869252737,54.299,2.9e-06,0.0436472
"SFE-M-1S","SFE-M","2023-07-24","TAC",38.0073800738007,0,0,0,12.9151291512915,6.27306273062731,0,28.4132841328413,0,0,0,0,0,10.7011070110701,0,0,2.5830258302583,0,1.1070110701107,0,0,0,8.66,23.4,10.76,206,3.588,0.0125,0.00081,8.66,10.91,0.7795,NA,NA,NA,NA,NA,NA,NA,0.083,0.049,0,0.132,4811.33496579236,751.492553568943,40.06,2.74e-05,0.3295057
"SFE-M-1S","SFE-M","2023-07-31","TAC",24.1538461538462,0,0,0.807692307692307,16.9230769230769,3.07692307692308,0,21.9230769230769,3.07692307692308,6.92307692307692,0,7.30769230769231,0.0384615384615385,12.3076923076923,0,0,3.46153846153846,0,0,0,0,0,8.5,23,9.09,209,3.506,0.013,0.00285,8.5,10.18,2.411,NA,NA,NA,NA,NA,NA,NA,6.144,1.024,0,7.168,5725.39476215476,1068.31659527444,41.28,0.001252,17.3643411
"SFE-M-1S","SFE-M","2023-08-07","TAC",35.587044534413,0,0.0404858299595142,0,13.3603238866397,7.28744939271255,0,14.5748987854251,0,0,0,2.83400809716599,0,8.09716599190284,0,0,4.04858299595142,0,14.17004048583,0,0,0,8.25,23.4,7.55,235,3.991,0.017,0.00605,8.25,9.754,0.554,NA,NA,NA,NA,NA,NA,NA,11.1603,1.2357,0,12.396,3575.6768049571,348.22069543045,38.65,0.0034668,32.072445
"SFE-M-1S","SFE-M","2023-08-14","TAC",46.1278195488722,0,0,0,10.5263157894737,7.14285714285714,0,14.2857142857143,0,0,0,9.77443609022557,0,8.27067669172932,0,0.112781954887218,3.7593984962406,0,0,0,0,0,8.14,25.6,7.48,249,4.712,0.0305,0.00619,8.14,9.137,0.769,NA,NA,NA,NA,NA,NA,NA,53.561,7.018,0,60.579,5609.08642651145,830.855748335978,51.31,0.0108002,118.0647047
"SFE-M-1S","SFE-M","2023-08-22","TAC",37.7927927927928,0,0,0,11.7117117117117,8.10810810810811,0,13.5135135135135,0,0,0,9.90990990990991,0,11.2612612612613,0,0.045045045045045,6.30630630630631,0,1.35135135135135,0,0,0,7.9,23.1,6.94,262,6.351,0.036,0.00947,7.9,13.66,0.598,NA,NA,NA,NA,NA,NA,NA,20.565,3.215,0,23.78,3818.7901385011,510.96252696693,37.63,0.0062271,63.1942599
"SFE-M-1S","SFE-M","2023-08-28","TAC",40.4494382022472,0,0,0,8.23970037453183,4.49438202247191,0,23.9700374531835,0,0,0,11.6104868913858,0,5.2434456928839,0,0,5.61797752808989,0.374531835205992,0,0,0,0,8.02,22.9,7.32,261,5.3075,0.0285,0.00756,8.02,14.925,0.8515,NA,NA,NA,NA,NA,NA,NA,10.67,1.928,0,12.598,5188.28215676862,1178.74974521578,37.63,0.0024282,33.4786075
"SFE-M-1S","SFE-M","2023-09-04","TAC",68.1992337164751,0,0,0,8.04597701149425,3.83141762452107,0,8.42911877394636,0,0,0,1.14942528735632,0,5.3639846743295,0,0.766283524904214,4.21455938697318,0,0,0,0,0,7.96,21.5,8.06,259,5.189,0.025,0.00701,7.96,10.59,0.457,NA,NA,NA,NA,NA,NA,NA,2.615,0.298,0,2.913,5366.35985128895,762.26579660674,44.663,0.0005428,6.5221772
"SFE-M-1S","SFE-M","2023-09-12","TAC",51.9583333333333,0,0,0,3.75,7.08333333333333,0,9.16666666666667,0,0,0.0416666666666667,0.0833333333333333,0,5.41666666666667,0,0,6.25,0,16.25,0,0,0,7.94,21.4,7.17,255,5.151,0.028,0.007655,7.94,13.54,0.489,NA,NA,NA,NA,NA,NA,NA,0.027,0,0,0.027,3392.94145744772,192.950213877402,29.97,8e-06,0.0900901
"SFE-M-1S","SFE-M","2023-09-18","TAC",75.7421875,0,0,0,3.125,8.59375,0,2.734375,0,0,0,0,0,5.078125,0,0.0390625,4.6875,0,0,0,0,0,7.91,21.9,7.07,257,6.953,0.028,0.01542,7.91,13.49,0.401,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3411.62120500362,176.419128622379,30.88,0,0
"SFE-M-1S","SFE-M","2023-09-24","TAC",72.078431372549,0,0,0,4.70588235294118,7.84313725490196,0,3.92156862745098,0,0,0,0.0392156862745098,0,5.49019607843137,0,0.0392156862745098,5.88235294117647,0,0,0,0,0,7.94,19.2,8.08,254,5.085,0.035,0.00687,7.94,13.1,0.467,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3120.76779741245,170.879367154504,42.34,0,0
"SFE-M-2","SFE-M","2023-07-24","TAC",40,0,0,0,13.2,18,0,10.6,0,0,0,0.84,0,8.8,0,0.12,8.4,0.04,0,0,0,0,8.3,24,8.01,213,3.911,0.01,9e-04,8.3,9.02,0.791,NA,NA,NA,NA,NA,NA,NA,1.423,0.165,0,1.588,4815.92129451,404.782004878345,32.69,0.0003297,4.8577547
"SFE-M-2","SFE-M","2023-07-31","TAC",29.2307692307692,0,0,0.807692307692308,12.3076923076923,1.15384615384615,0,19.5769230769231,0,13.4615384615385,0,6.53846153846154,0,10.7692307692308,0,2.30769230769231,3.84615384615385,0,0,0,0,0,8.33,23.7,8.27,210,3.241,0.01,9e-04,8.33,7.207,0.597,NA,NA,NA,NA,NA,NA,NA,4.227,0.792,0,5.019,4001.80999640136,370.758142212548,33.93,0.0012542,14.7922193
"SFE-M-2","SFE-M","2023-08-07","TAC",65.3846153846154,0,0,0,16.6666666666667,0,0,5.98290598290598,0,0,0,2.56410256410256,0,5.12820512820513,0,0,4.27350427350427,0,0,0,0,0,8.33,24.1,8.03,234,3.977,0.012,0.00493,8.33,11.58,0.872,NA,NA,NA,NA,NA,NA,NA,1.144,0.088,0,1.232,1685.68029733087,96.5166503430095,13.1,0.0007309,9.4045802
"SFE-M-2","SFE-M","2023-08-14","TAC",32,0,0,1.56862745098039,13.3333333333333,3.92156862745098,0,20.3921568627451,0.0784313725490196,4.31372549019608,0,7.45098039215686,0,13.7254901960784,0,0.0392156862745098,3.13725490196078,0.0392156862745098,0,0,0,0,8.15,26.6,7.75,248,3.97,0.011,0.00348,8.15,10.07,0.714,NA,NA,NA,NA,NA,NA,NA,45.657,5.695,0,51.352,3755.75953158364,129.204177042087,29.08,0.0136729,176.5887208
"SFE-M-2","SFE-M","2023-08-22","TAC",59.4901960784314,0,0,0,8.23529411764706,8.23529411764706,0,3.92156862745098,0,0,0,7.05882352941176,0,7.45098039215686,0,0.0392156862745098,5.49019607843137,0.0784313725490196,0,0,0,0,8.08,23.1,7.4,262,5.972,0.037,0.01886,8.08,11.3,1.394,NA,NA,NA,NA,NA,NA,NA,5.981,0.942,0,6.923,2857.74157186741,269.858350441835,19.93,0.0024225,34.736578
"SFE-M-2","SFE-M","2023-09-04","TAC",37.5744680851064,0,0,0.468085106382979,7.65957446808511,8.08510638297872,0.0425531914893617,6.80851063829787,0,0,0,0.893617021276596,0,15.3191489361702,0.468085106382979,16.5957446808511,5.95744680851064,0.127659574468085,0,0,0,0,8.06,22.1,7.82,259,5.232,0.034,0.00693,8.06,9.429,0.389,NA,NA,NA,NA,NA,NA,NA,0.013,0,0,0.013,1544.58503114521,41.8749137901605,14.23,8.4e-06,0.0913563
"SFE-M-2","SFE-M","2023-09-18","TAC",35.5212355212355,0,0,1.15830115830116,8.10810810810811,5.40540540540541,0,12.7413127413127,0,0,0,2.7027027027027,0,21.2355212355212,0,9.26640926640927,3.86100386100386,0,0,0,0,0,8.07,22.5,7.93,256,5.661,0.027,0.00757,8.07,12.37,0.431,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2641.1882431706,93.8597328788028,15.13,0,0
"SFE-M-2","SFE-M","2023-09-24","TAC",62.7966101694915,0.0423728813559322,0,0.127118644067797,6.35593220338983,5.08474576271186,0,5.50847457627119,0,0,0,0.127118644067797,0,7.6271186440678,0.0423728813559322,8.47457627118644,3.8135593220339,0,0,0,0,0,8.1,19.1,8.83,252,4.8365,0.027,0.00788,8.1,10.2385,0.6965,NA,NA,NA,NA,NA,NA,NA,0,0,0.0093,0.0093,2450.89043744022,135.915073465159,24.345,3.8e-06,0.0382009
"SFE-M-3","SFE-M","2022-07-14","TAC",29.4776119402985,0,0,0,13.8059701492537,4.85074626865672,0,27.3880597014925,0,0,0.0746268656716418,0.783582089552239,0.0746268656716418,13.4328358208955,0.373134328358209,0,9.70149253731343,0,0,0,0,0.0373134328358209,NA,23.63,10.255,229.6,4.093,0.011,0.00516,8.88,11.9,0.5737,6.29,10.61,0.09,9.43,0.96,9.83,14.86,0.542,0.0693,0,0.6113,3517.8469892189,1162.42473948808,31.74,0.0001738,1.9259609
"SFE-M-3","SFE-M","2022-07-28","TAC",26.6666666666667,0,0,0,11.4814814814815,4.81481481481481,0,38.4074074074074,0,0,0,2.22222222222222,0,10.3703703703704,0.37037037037037,0.111111111111111,5.55555555555556,0,0,0,0,0,8.88,25.83,10.77,216.9,5.73,0.006,0.00335,8.88,18.55,0.9554,6.61,10.53,0.005,9.6,1,9.02,18.11,4.279,0.44,0,4.719,8248.48141445624,1348.80755624819,49.017,0.0005721,9.6272722
"SFE-M-3","SFE-M","2022-08-10","TAC",51.2359550561798,0,0,0,13.1086142322097,2.62172284644195,0,10.8614232209738,0,0,0,0.449438202247191,0,13.8576779026217,0,0,7.86516853932584,0,0,0,0,0,8.63,24.71,10.236,240.3,3.68,0.028,0.06271,8.63,14.49,2.551,7,10.46,0.08,9.94,1.02,10.08,12.11,1.894,0.151,0,2.045,5553.04235694961,677.695569420401,46.4,0.0003683,4.4073276
"SFE-M-3","SFE-M","2022-08-23","TAC",16.4874551971326,0,0,0,9.67741935483871,3.584229390681,0,56.8458781362007,0,0,0,0.10752688172043,0.03584229390681,8.96057347670251,0,0,4.3010752688172,0,0,0,0,0,8.62,24.71,9.626,248.4,3.8,0.018,0.00769,8.62,19.07,0.6235,7.58,11.34,0.1,10.45,1.12,10.78,16.43,0.601,0.178,0,0.779,4303.94992427735,804.286940468409,45.87,0.000181,1.6982777
"SFE-M-3","SFE-M","2023-07-24","TAC",28.6852589641434,0,0,0,17.1314741035857,5.57768924302789,0,22.7091633466135,0,0,0,0,0,9.16334661354582,5.97609561752988,0,8.36653386454183,0,2.39043824701195,0,0,0,8.63,24.5,9.95,209,3.382,0.056,0.00364,8.63,9.382,0.993,NA,NA,NA,NA,NA,NA,NA,0.026,0.062,0,0.088,3245.49982177815,158.225334926424,31.54,2.71e-05,0.2790108
"SFE-M-3","SFE-M","2023-07-31","TAC",32.7547169811321,0,0.0377358490566038,2.64150943396226,14.3396226415094,2.26415094339623,0,21.1320754716981,0.377358490566038,3.77358490566038,0,7.54716981132076,0,6.79245283018868,4.90566037735849,0,3.39622641509434,0.0377358490566038,0,0,0,0,8.39,23.6,9.17,210,4.187,0.013,0.00408,8.39,7.923,0.643,NA,NA,NA,NA,NA,NA,NA,0.588,0.175,0,0.763,4580.97755300251,569.595576901292,41.85,0.0001666,1.823178
"SFE-M-3","SFE-M","2023-08-07","TAC",41.6942148760331,0,0,0,13.2231404958678,0,0,18.595041322314,0,0,0,2.47933884297521,0.0413223140495868,10.7438016528926,7.85123966942149,0,5.37190082644628,0,0,0,0,0,8.23,24.3,8.77,234,4.8325,0.015,0.005995,8.23,11.76,0.8365,NA,NA,NA,NA,NA,NA,NA,4.13,0.683,0,4.813,3564.79780752344,384.769887305765,45.08,0.0013501,10.676575
"SFE-M-3","SFE-M","2023-08-14","TAC",26.3671875,0,0.078125,0,16.40625,7.03125,0,16.015625,0,0,0,6.25,0.0390625,10.9375,1.953125,0.078125,14.84375,0,0,0,0,0,8.18,27.2,7.82,246,4.7255,0.019,0.005585,8.18,12.365,0.8565,NA,NA,NA,NA,NA,NA,NA,21.7983,3.049,0,24.8473,6892.18324177824,879.039765130655,56.784,0.0036051,43.7575726
"SFE-M-3","SFE-M","2023-08-22","TAC",37.3151750972763,0,0,0,18.2879377431907,7.00389105058366,0,11.6731517509728,0,0,0,10.1167315175097,0.0389105058365759,10.1167315175097,0,0,5.44747081712062,0,0,0,0,0,8.02,23.5,7.94,262,4.687,0.026,0.00095,8.02,10.49,0.66,NA,NA,NA,NA,NA,NA,NA,13.9683,3.126,0,17.0943,5182.57956257919,565.309486831045,43.417,0.0032984,39.3723657
"SFE-M-3","SFE-M","2023-08-28","TAC",27.7777777777778,0,0,0,17.0940170940171,13.2478632478632,0,14.1025641025641,0,0,0,5.98290598290598,0,11.1111111111111,2.13675213675214,0,8.54700854700855,0,0,0,0,0,8.12,23.3,8.09,259,4.956,0.025,0.00515,8.12,12.11,1.091,NA,NA,NA,NA,NA,NA,NA,0.463,0.153,0,0.616,2862.46508679674,394.472416101105,38.11,0.0002152,1.6163737
"SFE-M-4","SFE-M","2022-07-14","TAC",16.3763066202091,0,0,0,9.05923344947735,2.78745644599303,0,61.2543554006969,0,0,0,0.0348432055749129,0.0348432055749129,8.01393728222996,0,0,2.4390243902439,0,0,0,0,0,NA,25.72,11.059,236.2,6.021,0.017,0.00447,9.14,18.16,0.7703,6.16,10.64,0.1,9.38,0.95,9.77,15.73,0.228,0,0,0.228,2793.42850439403,1126.91458205527,36.87,8.16e-05,0.6183889
"SFE-M-4","SFE-M","2022-07-28","TAC",37.6811594202899,0,0,0,12.3188405797101,4.34782608695652,0,26.7753623188406,0,0,0,1.08695652173913,0,11.231884057971,0,0.036231884057971,6.52173913043478,0,0,0,0,0,9.14,28.48,9.673,218.7,3.503,0.005,0.00338,9.14,18.47,1.037,6.64,10.84,0.09,9.65,0.98,9.17,14.51,4.5993,0.782,0,5.3813,7736.04558314054,1349.27478259642,48.31,0.0006956,11.1391016
"SFE-M-4","SFE-M","2022-08-10","TAC",25.296442687747,0,0,0,11.4624505928854,9.09090909090909,0,28.8537549407115,0,0.395256916996047,0,7.11462450592885,0,10.6719367588933,0,0,7.11462450592885,0,0,0,0,0,8.92,27.1,11.405,239.4,3.996,0.027,0.009035,8.92,15.7,0.6784,7.09,10.95,0.09,10.14,1.06,10.25,14.93,32.582,11.15,0,43.732,3005.42385066444,1040.92706012453,45.61,0.014551,95.8824819
"SFE-M-4","SFE-M","2023-07-10","TAC",53.1034482758621,0,0,0,12.3152709359606,4.92610837438424,0,8.86699507389163,0,0,0,0.0985221674876847,0,14.2857142857143,0,0,6.40394088669951,0,0,0,0,0,8.49,25,9.33,223,4.917,0.011,0.00085,8.49,12.2,0.458,NA,NA,NA,NA,NA,NA,NA,0.042,0,0,0.042,2607.45120651379,216.386886404271,67.12,1.61e-05,0.0625745
"SFE-M-4","SFE-M","2023-07-17","TAC",55.0387596899225,0,0,0,15.5038759689922,3.87596899224806,0,6.97674418604651,0,0,0,0,0,11.2403100775194,0,0,7.36434108527132,0,0,0,0,0,8.54,26.2,9.74,218,4.547,0.009,0.001435,8.54,11.76,0.621,NA,NA,NA,NA,NA,NA,NA,0.015,0,0,0.015,3383.52174444982,480.88573674453,41.35,4.4e-06,0.0362757
"SFE-M-4","SFE-M","2023-07-24","TAC",47.48,0,0.04,0,17.2,8.8,0,11.6,0,0,0.04,0.04,0,8.4,0,0,6.4,0,0,0,0,0,8.68,26.4,11.14,206,4.008,0.009,0.00077,8.68,10.31,0.705,NA,NA,NA,NA,NA,NA,NA,0.605,0.173,0,0.778,3720.58730089149,709.439139256089,39.037,0.0002091,1.992981
