"function_groups","kruskal_test"
"cobalamin_B12",0.472562298528094
"nitrification",0.3221824055813
"nitrogen_fixation",0.472562298528094
"phosphatase_transporters",0.472562298528094
"pyridoxal",0.472562298528094
"thiamine",0.472562298528094
