"function_groups","kruskal_test"
"cobalamin_B12",0.458944208892822
"nitrification",0.560013527691757
"nitrogen_fixation",0.458944208892822
"phosphatase_transporters",0.458944208892822
"pyridoxal",0.458944208892822
"thiamine",0.458944208892822
